HtScaffold0013:19019-21521(+) HtGene0209 2502 727
HtScaffold0013:22534-24145(-) HtGene0210 1611 518
HtScaffold0013:34422-38709(-) HtGene0214 4287 1474
HtScaffold0013:52656-55956(-) HtGene0219 3300 1013
HtScaffold0014:27948-28011(+) HtGene0225 63 21
HtScaffold0014:28555-29284(+) HtGene0225 729 260
HtScaffold0014:30555-31413(-) HtGene0226 858 264
HtScaffold0014:53959-54408(-) HtGene0230 449 140
HtScaffold0014:54445-54480(-) HtGene0230 35 12
HtScaffold0014:54517-55005(-) HtGene0230 488 188
HtScaffold0014:55825-56118(-) HtGene0230 293 97
HtScaffold0014:56176-56195(-) HtGene0230 19 5
HtScaffold0014:59678-59960(-) HtGene0231 282 97
HtScaffold0014:60165-60414(-) HtGene0231 249 86
HtScaffold0016:16523-18100(-) HtGene0246 1577 552
HtScaffold0016:18600-18742(-) HtGene0246 142 49
HtScaffold0016:23633-24548(+) HtGene0248 915 275
HtScaffold0016:24675-24733(+) HtGene0248 58 22
HtScaffold0016:2726-3944(-) HtGene0241 1218 333
HtScaffold0016:27397-28653(+) HtGene0248 1256 446
HtScaffold0016:8213-10172(+) HtGene0243 1959 688
HtScaffold0016:843-1899(+) HtGene0240 1056 309
HtScaffold0017:1044-1458(-) HtGene0256 414 170
HtScaffold0017:139-757(-) HtGene0256 618 192
HtScaffold0017:1486-1754(-) HtGene0256 268 89
HtScaffold0017:2503-3647(-) HtGene0257 1144 422
HtScaffold0017:54540-55612(-) HtGene0264 1072 295
HtScaffold0017:5536-5624(-) HtGene0257 88 29
HtScaffold0017:55791-55846(-) HtGene0264 55 12
HtScaffold0017:55927-56025(-) HtGene0264 98 31
HtScaffold0017:5657-9015(-) HtGene0257 3358 1074
HtScaffold0017:57314-57361(-) HtGene0264 47 16
HtScaffold0017:57705-59529(-) HtGene0264 1824 544
HtScaffold0017:72-108(-) HtGene0256 36 12
HtScaffold0017:794-1006(-) HtGene0256 212 86
HtScaffold0017:9057-9549(-) HtGene0257 492 180
HtScaffold0018:29829-30800(-) HtGene0270 971 367
HtScaffold0018:31004-31119(-) HtGene0270 115 48
HtScaffold0018:31267-31314(-) HtGene0270 47 16
HtScaffold0018:31519-31664(-) HtGene0270 145 53
HtScaffold0018:41210-41303(-) HtGene0274 93 36
HtScaffold0018:41642-41693(-) HtGene0274 51 13
HtScaffold0018:41957-43631(-) HtGene0274 1674 460
HtScaffold0018:49885-50377(+) HtGene0276 492 144
HtScaffold0018:50487-50580(+) HtGene0276 93 32
HtScaffold0018:52813-53242(+) HtGene0276 429 147
HtScaffold0018:53422-53506(+) HtGene0276 84 30
HtScaffold0019:51105-53571(+) HtGene0286 2466 821
HtScaffold0019:54664-55794(-) HtGene0287 1130 272
HtScaffold0019:55838-56030(-) HtGene0287 192 59
HtScaffold0019:56062-56517(-) HtGene0287 455 138
HtScaffold0019:56546-57313(-) HtGene0287 767 179
HtScaffold0020:2877-3948(-) HtGene0289 1071 305
HtScaffold0020:41556-42486(+) HtGene0297 930 291
HtScaffold0020:56174-57428(-) HtGene0302 1254 369
HtScaffold0021:26030-26537(+) HtGene0308 507 141
HtScaffold0021:26962-27010(+) HtGene0308 48 13
HtScaffold0021:30535-30658(+) HtGene0309 123 57
HtScaffold0021:30774-34801(+) HtGene0309 4027 1365
HtScaffold0021:34851-35355(+) HtGene0309 504 177
HtScaffold0021:35432-35632(+) HtGene0309 200 78
HtScaffold0021:52400-52608(+) HtGene0313 208 74
HtScaffold0021:52915-53164(+) HtGene0313 249 95
HtScaffold0021:53458-53643(+) HtGene0313 185 74
HtScaffold0022:17823-21408(-) HtGene0318 3585 1060
HtScaffold0022:26431-27370(-) HtGene0320 939 311
HtScaffold0022:53504-54371(-) HtGene0328 867 248
HtScaffold0022:54578-54637(-) HtGene0328 59 21
HtScaffold0022:55138-55226(-) HtGene0328 88 33
HtScaffold0022:55624-55687(-) HtGene0328 63 23
HtScaffold0022:7261-8058(-) HtGene0316 797 214
HtScaffold0022:8105-11133(-) HtGene0316 3028 880
HtScaffold0023:47992-48232(+) HtGene0341 240 85
HtScaffold0023:48365-48812(+) HtGene0341 447 150
HtScaffold0024:43413-43668(+) HtGene0351 255 72
HtScaffold0024:43767-43942(+) HtGene0351 175 52
HtScaffold0024:44152-44400(+) HtGene0351 248 80
HtScaffold0026:10136-10196(-) HtGene0364 60 19
HtScaffold0026:10323-10412(-) HtGene0364 89 23
HtScaffold0026:10439-10523(-) HtGene0364 84 24
HtScaffold0026:12612-12794(-) HtGene0364 182 50
HtScaffold0026:13820-14011(-) HtGene0364 191 60
HtScaffold0026:14550-14590(-) HtGene0364 40 19
HtScaffold0026:18320-18761(+) HtGene0365 441 132
HtScaffold0026:19188-19575(+) HtGene0365 387 112
HtScaffold0026:2510-3115(-) HtGene0364 605 213
HtScaffold0026:3240-6538(-) HtGene0364 3298 1105
HtScaffold0026:40070-41753(+) HtGene0369 1683 505
HtScaffold0026:8283-8909(-) HtGene0364 626 201
HtScaffold0026:9340-10111(-) HtGene0364 771 193
HtScaffold0027:22179-22253(-) HtGene0380 74 24
HtScaffold0027:22319-22695(-) HtGene0380 376 130
HtScaffold0027:34502-35265(+) HtGene0383 763 236
HtScaffold0027:35828-35902(+) HtGene0383 74 22
HtScaffold0027:36005-36132(+) HtGene0383 127 43
HtScaffold0027:36310-36538(+) HtGene0383 228 33
HtScaffold0027:36637-36810(+) HtGene0383 173 51
HtScaffold0027:48071-50581(-) HtGene0386 2510 705
HtScaffold0027:50686-50764(-) HtGene0386 78 25
HtScaffold0027:50881-50901(-) HtGene0386 20 7
HtScaffold0027:53153-53256(-) HtGene0386 103 30
HtScaffold0027:53556-53675(-) HtGene0386 119 38
HtScaffold0027:53910-54047(-) HtGene0386 137 53
HtScaffold0027:54499-54512(-) HtGene0386 13 3
HtScaffold0027:54660-54677(-) HtGene0386 17 5
HtScaffold0028:13202-13886(-) HtGene0390 684 235
HtScaffold0028:24217-24224(+) HtGene0392 7 4
HtScaffold0028:25391-28286(+) HtGene0392 2895 932
HtScaffold0028:28328-30499(+) HtGene0392 2171 648
HtScaffold0028:32400-38460(-) HtGene0393 6060 1732
HtScaffold0028:4895-6127(-) HtGene0388 1232 395
HtScaffold0028:6198-6697(-) HtGene0388 499 158
HtScaffold0029:10428-12947(-) HtGene0397 2519 837
HtScaffold0029:2166-2260(-) HtGene0395 94 4
HtScaffold0029:21997-22926(-) HtGene0399 929 292
HtScaffold0029:22971-26637(-) HtGene0399 3666 1168
HtScaffold0029:2664-2712(-) HtGene0395 48 15
HtScaffold0029:26681-27112(-) HtGene0399 431 155
HtScaffold0029:27180-28332(-) HtGene0399 1152 354
HtScaffold0029:28389-28409(-) HtGene0399 20 6
HtScaffold0029:28438-30522(-) HtGene0399 2084 613
HtScaffold0029:30553-31282(-) HtGene0399 729 202
HtScaffold0029:3124-6633(-) HtGene0395 3509 1174
HtScaffold0029:31308-32079(-) HtGene0399 771 225
HtScaffold0029:32119-37813(-) HtGene0399 5694 1759
HtScaffold0029:37869-39824(-) HtGene0399 1955 642
HtScaffold0029:39925-41691(-) HtGene0399 1766 544
HtScaffold0029:41738-49518(-) HtGene0399 7780 2512
HtScaffold0029:49551-51932(-) HtGene0399 2381 696
HtScaffold0029:9876-10357(-) HtGene0397 481 163
HtScaffold0030:20506-20737(+) HtGene0404 231 75
HtScaffold0030:21021-21734(+) HtGene0404 713 214
HtScaffold0030:21772-21791(+) HtGene0404 19 5
HtScaffold0030:23701-23818(+) HtGene0404 117 42
HtScaffold0030:24111-24773(+) HtGene0404 662 212
HtScaffold0030:24806-24840(+) HtGene0404 34 13
HtScaffold0030:31414-32598(+) HtGene0405 1184 381
HtScaffold0030:32790-32806(+) HtGene0405 16 4
HtScaffold0030:3400-5812(-) HtGene0401 2412 781
HtScaffold0030:35873-36940(-) HtGene0406 1067 355
HtScaffold0030:36968-36993(-) HtGene0406 25 6
HtScaffold0030:37057-37659(-) HtGene0406 602 218
HtScaffold0030:41139-41325(-) HtGene0406 186 60
HtScaffold0030:41567-42564(-) HtGene0406 997 242
HtScaffold0030:43397-44495(-) HtGene0407 1098 322
HtScaffold0032:42079-43564(+) HtGene0428 1485 525
HtScaffold0033:2540-2632(-) HtGene0432 92 26
HtScaffold0033:3393-4858(-) HtGene0432 1465 474
HtScaffold0033:579-1143(+) HtGene0431 564 151
HtScaffold0033:95-365(+) HtGene0431 270 79
HtScaffold0034:11624-13434(-) HtGene0444 1810 579
HtScaffold0034:13749-13812(-) HtGene0444 63 26
HtScaffold0034:21674-22244(+) HtGene0447 570 193
HtScaffold0034:2280-2424(-) HtGene0442 144 41
HtScaffold0034:24116-24720(+) HtGene0447 604 224
HtScaffold0034:24854-25292(+) HtGene0447 438 188
HtScaffold0034:25335-25397(+) HtGene0447 62 19
HtScaffold0034:2544-5202(-) HtGene0442 2658 910
HtScaffold0034:36448-36900(-) HtGene0450 452 147
HtScaffold0034:38257-40949(-) HtGene0450 2692 829
HtScaffold0034:42999-44439(-) HtGene0451 1440 404
HtScaffold0034:44758-44909(-) HtGene0451 151 51
HtScaffold0034:46810-48186(-) HtGene0451 1376 440
HtScaffold0034:7420-7642(-) HtGene0443 222 81
HtScaffold0034:7748-7843(-) HtGene0443 95 26
HtScaffold0034:8134-8198(-) HtGene0443 64 25
HtScaffold0034:9222-9308(-) HtGene0444 86 29
HtScaffold0034:9377-9409(-) HtGene0444 32 11
HtScaffold0034:9600-9616(-) HtGene0444 16 1
HtScaffold0035:11057-12159(+) HtGene0454 1102 350
HtScaffold0035:12196-13644(+) HtGene0454 1448 443
HtScaffold0035:22864-23755(-) HtGene0457 891 264
HtScaffold0035:26653-27283(-) HtGene0457 630 195
HtScaffold0035:27866-28405(-) HtGene0457 539 155
HtScaffold0035:28455-29826(-) HtGene0457 1371 411
HtScaffold0035:29969-30563(-) HtGene0457 594 169
HtScaffold0035:32488-32528(-) HtGene0457 40 12
HtScaffold0037:14142-14250(-) HtGene0471 108 28
HtScaffold0037:14393-14834(-) HtGene0471 441 135
HtScaffold0037:16043-18188(+) HtGene0472 2145 554
HtScaffold0037:25429-28888(+) HtGene0476 3459 935
HtScaffold0037:2639-7445(-) HtGene0470 4806 1180
HtScaffold0037:38796-39492(-) HtGene0481 696 198
HtScaffold0037:39904-39913(-) HtGene0481 9 5
HtScaffold0037:8133-8173(-) HtGene0471 40 13
HtScaffold0037:8389-8485(-) HtGene0471 96 24
HtScaffold0037:9910-11616(-) HtGene0471 1706 558
HtScaffold0039:16452-17548(+) HtGene0498 1096 388
HtScaffold0039:19555-19818(+) HtGene0498 263 98
HtScaffold0040:20488-20506(-) HtGene0509 18 6
HtScaffold0040:20893-21655(-) HtGene0509 762 266
HtScaffold0040:22217-22268(-) HtGene0509 51 17
HtScaffold0040:23489-23526(+) HtGene0510 37 12
HtScaffold0040:23885-23926(+) HtGene0510 41 12
HtScaffold0040:25433-25751(+) HtGene0510 318 103
HtScaffold0040:25906-26443(+) HtGene0510 537 168
HtScaffold0041:34956-36342(-) HtGene0521 1386 462
HtScaffold0042:13972-14562(-) HtGene0529 590 161
HtScaffold0042:15780-15898(-) HtGene0529 118 25
HtScaffold0042:27007-27034(-) HtGene0532 27 9
HtScaffold0042:27528-27603(-) HtGene0532 75 29
HtScaffold0042:27846-27899(-) HtGene0532 53 17
HtScaffold0042:28068-28120(-) HtGene0532 52 26
HtScaffold0042:28325-31166(-) HtGene0532 2841 841
HtScaffold0042:35476-36508(-) HtGene0533 1032 298
HtScaffold0042:39098-41117(+) HtGene0534 2019 775
HtScaffold0042:4524-4608(+) HtGene0526 84 32
HtScaffold0042:5005-5599(+) HtGene0526 594 210
HtScaffold0043:13683-15544(+) HtGene0539 1861 612
HtScaffold0043:15585-16053(+) HtGene0539 468 110
HtScaffold0043:16125-18602(+) HtGene0539 2477 802
HtScaffold0043:18997-19412(+) HtGene0539 415 132
HtScaffold0043:19792-20268(+) HtGene0539 476 168
HtScaffold0043:20627-20789(+) HtGene0539 162 54
HtScaffold0043:33088-34259(-) HtGene0544 1171 347
HtScaffold0043:35834-35959(-) HtGene0544 125 49
HtScaffold0043:36113-36155(-) HtGene0544 42 16
HtScaffold0043:43433-44399(+) HtGene0546 966 315
HtScaffold0044:16747-18685(+) HtGene0553 1938 512
HtScaffold0044:3488-3558(+) HtGene0549 70 15
HtScaffold0044:3595-3889(+) HtGene0549 294 103
HtScaffold0044:4151-4297(+) HtGene0549 146 40
HtScaffold0044:4686-4983(+) HtGene0549 297 90
HtScaffold0044:5039-5387(+) HtGene0549 348 96
HtScaffold0044:5616-5694(+) HtGene0549 78 22
HtScaffold0044:5884-6037(+) HtGene0549 153 50
HtScaffold0044:6410-7034(+) HtGene0549 624 162
HtScaffold0045:14265-15183(+) HtGene0562 918 268
HtScaffold0045:17010-20246(+) HtGene0562 3236 894
HtScaffold0045:20280-20318(+) HtGene0562 38 18
HtScaffold0045:20572-20662(+) HtGene0562 90 34
HtScaffold0045:7206-8338(+) HtGene0562 1132 427
HtScaffold0045:8499-14188(+) HtGene0562 5689 1763
HtScaffold0046:21731-21939(+) HtGene0573 208 56
HtScaffold0046:22157-22861(+) HtGene0573 704 194
HtScaffold0046:30443-30845(-) HtGene0575 402 155
HtScaffold0046:7069-8242(-) HtGene0570 1173 400
HtScaffold0047:12172-12230(-) HtGene0584 58 14
HtScaffold0047:13012-13069(-) HtGene0584 57 17
HtScaffold0047:13241-13375(-) HtGene0584 134 48
HtScaffold0047:13588-13690(-) HtGene0584 102 40
HtScaffold0047:13999-17662(-) HtGene0584 3663 1263
HtScaffold0047:19770-19788(-) HtGene0584 18 6
HtScaffold0048:25860-27885(-) HtGene0599 2025 590
HtScaffold0049:27323-30287(-) HtGene0612 2964 823
HtScaffold0051:25536-30000(+) HtGene0634 4464 1373
HtScaffold0052:18905-19629(-) HtGene0644 724 263
HtScaffold0052:19810-19896(-) HtGene0644 86 44
HtScaffold0052:22808-22873(-) HtGene0644 65 14
HtScaffold0052:22921-22936(-) HtGene0644 15 3
HtScaffold0052:23036-23066(-) HtGene0644 30 7
HtScaffold0052:23149-23189(-) HtGene0644 40 12
HtScaffold0052:25775-26152(-) HtGene0646 377 115
HtScaffold0052:26315-26526(-) HtGene0646 211 75
HtScaffold0052:32311-32435(+) HtGene0648 124 52
HtScaffold0052:32564-32750(+) HtGene0648 186 52
HtScaffold0052:32915-33121(+) HtGene0648 206 67
HtScaffold0053:22780-23569(-) HtGene0656 789 215
HtScaffold0053:24750-24873(+) HtGene0657 123 48
HtScaffold0053:25193-25805(+) HtGene0657 612 197
HtScaffold0053:29167-30613(+) HtGene0659 1446 455
HtScaffold0053:35391-35487(+) HtGene0660 96 38
HtScaffold0053:36061-37303(+) HtGene0660 1242 479
HtScaffold0053:9672-9744(-) HtGene0653 72 25
HtScaffold0053:9880-11773(-) HtGene0653 1893 653
HtScaffold0054:1038-5146(+) HtGene0662 4108 1175
HtScaffold0054:5476-6796(+) HtGene0662 1320 427
HtScaffold0054:6819-10388(+) HtGene0662 3569 948
HtScaffold0058:37999-38049(-) HtGene0708 50 11
HtScaffold0058:38306-38346(-) HtGene0708 40 12
HtScaffold0058:38986-39094(-) HtGene0708 108 33
HtScaffold0058:39242-39395(-) HtGene0708 153 45
HtScaffold0058:39578-41308(-) HtGene0708 1730 513
HtScaffold0058:41522-41876(-) HtGene0708 354 80
HtScaffold0058:42555-42577(-) HtGene0708 22 5
HtScaffold0058:4583-8668(-) HtGene0701 4085 1447
HtScaffold0058:9018-9067(-) HtGene0701 49 22
HtScaffold0059:14267-16838(-) HtGene0710 2571 945
HtScaffold0060:31668-33366(-) HtGene0716 1698 493
HtScaffold0060:39072-39083(-) HtGene0719 11 4
HtScaffold0060:40254-41764(-) HtGene0719 1510 437
HtScaffold0061:11299-11495(-) HtGene0721 196 70
HtScaffold0061:17641-17683(-) HtGene0723 42 15
HtScaffold0061:17818-17971(-) HtGene0723 153 56
HtScaffold0061:18253-18448(-) HtGene0723 195 62
HtScaffold0061:37897-41380(-) HtGene0727 3483 1199
HtScaffold0061:5166-5993(-) HtGene0721 827 242
HtScaffold0061:6042-7059(-) HtGene0721 1017 293
HtScaffold0061:7081-7774(-) HtGene0721 693 167
HtScaffold0061:7851-11004(-) HtGene0721 3153 852
HtScaffold0062:11264-11286(-) HtGene0730 22 7
HtScaffold0062:11827-11887(-) HtGene0730 60 20
HtScaffold0062:23756-24177(-) HtGene0733 421 97
HtScaffold0062:24215-24725(-) HtGene0733 510 144
HtScaffold0062:24932-25009(-) HtGene0733 77 20
HtScaffold0062:26569-29602(-) HtGene0734 3033 927
HtScaffold0062:7463-8859(-) HtGene0730 1396 357
HtScaffold0062:9254-9270(-) HtGene0730 16 5
HtScaffold0063:128-1250(-) HtGene0737 1122 249
HtScaffold0064:11740-13526(+) HtGene0747 1786 483
HtScaffold0064:16113-17163(+) HtGene0749 1050 312
HtScaffold0064:6007-6671(+) HtGene0747 664 213
HtScaffold0064:6766-8494(+) HtGene0747 1728 533
HtScaffold0064:8735-9228(+) HtGene0747 493 141
HtScaffold0065:25086-26523(-) HtGene0759 1437 523
HtScaffold0065:5288-5311(-) HtGene0757 23 6
HtScaffold0065:5371-5443(-) HtGene0757 72 27
HtScaffold0065:5754-5838(-) HtGene0757 84 31
HtScaffold0065:5953-6020(-) HtGene0757 67 36
HtScaffold0065:6110-6215(-) HtGene0757 105 39
HtScaffold0065:6391-6416(-) HtGene0757 25 7
HtScaffold0065:9446-9613(-) HtGene0757 167 66
HtScaffold0066:15285-15705(-) HtGene0764 420 137
HtScaffold0066:17227-17302(+) HtGene0765 75 25
HtScaffold0066:17543-17950(+) HtGene0765 407 139
HtScaffold0066:19234-19272(+) HtGene0765 38 14
HtScaffold0066:20183-20213(+) HtGene0765 30 6
HtScaffold0066:20358-20377(+) HtGene0765 19 3
HtScaffold0066:20582-20612(+) HtGene0765 30 6
HtScaffold0066:20732-21256(+) HtGene0765 524 175
HtScaffold0066:21303-22094(+) HtGene0765 791 228
HtScaffold0066:22481-22977(+) HtGene0765 496 146
HtScaffold0066:24299-24381(+) HtGene0765 82 29
HtScaffold0066:26142-26208(+) HtGene0765 66 21
HtScaffold0066:26387-26440(+) HtGene0765 53 13
HtScaffold0066:26549-30709(+) HtGene0765 4160 1185
HtScaffold0066:30858-30957(+) HtGene0765 99 29
HtScaffold0066:31087-32086(+) HtGene0765 999 272
HtScaffold0067:27356-29090(+) HtGene0773 1734 547
HtScaffold0067:30295-32365(-) HtGene0775 2070 585
HtScaffold0067:343-1267(+) HtGene0768 924 248
HtScaffold0067:5974-6439(+) HtGene0770 465 159
HtScaffold0068:5596-5792(-) HtGene0779 196 69
HtScaffold0068:6161-6204(-) HtGene0779 43 15
HtScaffold0068:6344-6726(-) HtGene0779 382 106
HtScaffold0068:7749-7776(-) HtGene0779 27 5
HtScaffold0069:13893-14161(-) HtGene0791 268 98
HtScaffold0069:16430-16938(-) HtGene0791 508 93
HtScaffold0069:16978-20197(-) HtGene0791 3219 1005
HtScaffold0069:21706-21904(-) HtGene0791 198 72
HtScaffold0069:22031-23112(-) HtGene0791 1081 349
HtScaffold0069:28798-32305(+) HtGene0793 3507 1118
HtScaffold0069:35252-35473(-) HtGene0794 221 66
HtScaffold0069:35709-35953(-) HtGene0794 244 97
HtScaffold0069:36109-36149(-) HtGene0794 40 11
HtScaffold0069:36477-36662(-) HtGene0794 185 67
HtScaffold0069:36904-37018(-) HtGene0794 114 32
HtScaffold0069:37171-37333(-) HtGene0794 162 48
HtScaffold0069:37430-37505(-) HtGene0794 75 24
HtScaffold0069:37644-37785(-) HtGene0794 141 55
HtScaffold0070:10933-12540(-) HtGene0800 1607 624
HtScaffold0070:12836-12938(-) HtGene0800 102 34
HtScaffold0070:13171-13244(-) HtGene0800 73 24
HtScaffold0070:36190-38989(+) HtGene0806 2799 776
HtScaffold0070:5229-5447(-) HtGene0798 218 74
HtScaffold0070:5763-5775(-) HtGene0798 12 2
HtScaffold0070:5841-5865(-) HtGene0798 24 2
HtScaffold0070:6230-8052(-) HtGene0798 1822 550
HtScaffold0071:12425-17606(-) HtGene0810 5181 1451
HtScaffold0071:25284-27291(+) HtGene0812 2007 566
